name,RAM,CPU,Storage,Resolution,Refresh rate,GPU,Price
Lenovo Yoga Slim 7 Pro 16ARH7 Storm Grey celokovový,16 GB,AMD Ryzen 7 6800HS,"512 GB (0,51 TB)",2560 × 1600 px,165 Hz,"512 GB (0,51 TB)","33 989,-"
Lenovo LOQ 15IRH8 Storm Grey,16 GB,Intel Core i7 13700H Raptor Lake,1 000 GB (1 TB),2560 × 1440 px,165 Hz,NVIDIA GeForce,"34 989,-"
Lenovo Legion Pro 7 16IRX8 Onyx Grey celokovový,32 GB,Intel Core i9 13900HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,NVIDIA GeForce,"59 990,-"
MSI Thin GF63 12VE-074CZ,16 GB,Intel Core i5 12450H Alder Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,"512 GB (0,51 TB)","30 190,-"
ASUS TUF Gaming A15 FA507NU-LP045W Jaeger Gray kovový,16 GB,AMD Ryzen 7 7735HS,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,Windows 11 Home,"29 490,-"
MSI Katana 17 B12VFK-458CZ,16 GB,Intel Core i7 12650H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,RTX 4060,"34 990,-"
ASUS TUF Gaming F15 FX506HC-HN029W Graphite Black,16 GB,Intel Core i5 11400H Tiger Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,1 000 GB,"24 490,-"
ASUS TUF Gaming A15 FA507NV-LP061W Jaeger Gray,16 GB,AMD Ryzen 7 7735HS,1 000 GB (1 TB),1920 × 1080 px,144 Hz,1 000 GB,"32 990,-"
ASUS TUF Gaming A15 FA507NV-LP031W Jaeger Gray kovový,16 GB,AMD Ryzen 7 7735HS,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,Windows 11 Home,"29 990,-"
ASUS TUF Gaming A15 FA507XI-LP028 Jaeger Gray kovový,16 GB,AMD Ryzen 9 7940HS,1 000 GB (1 TB),1920 × 1080 px,144 Hz,1 000 GB (1 TB),"36 990,-"
Lenovo IdeaPad 5 Pro 16ARH7 Storm Grey celokovový,16 GB,AMD Ryzen 7 6800HS,1 000 GB (1 TB),2560 × 1600 px,120 Hz,1 ×,
MSI Titan GT77HX 13VI-090CZ,64 GB,Intel Core i9 13980HX Raptor Lake,4 000 GB (4 TB),3840 × 2160 px,144 Hz,4 000 GB,"134 990,-"
Lenovo IdeaPad Gaming 3 15IAH7 Onyx Grey,16 GB,Intel Core i5 12450H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,120 Hz,RTX 3050,"19 988,-"
MSI Katana 15 B12VGK-1015CZ,16 GB,Intel Core i7 12650H Alder Lake,1 000 GB (1 TB),1920 × 1080 px,144 Hz,1 000 GB,"36 990,-"
ASUS ROG Strix Scar 18 G834JY-NEBULA040W Black,32 GB,Intel Core i9 13980HX Raptor Lake,2 000 GB (2 TB),2560 × 1600 px,240 Hz,RTX 4090,"96 990,-"
VICTUS by HP 16-e0912nc Performance Blue,16 GB,AMD Ryzen 5 5600H,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,", Numerická klávesnice, Čtečka paměťových karet, Operační systém","24 990,-"
Lenovo Legion 5 17ACH6H Phantom Blue/Shadow Black,16 GB,AMD Ryzen 5 5600H,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,Bez operačního systému,"25 989,-"
ASUS TUF Gaming A15 FA507NU-LP054 Jaeger Gray kovový,16 GB,AMD Ryzen 7 7735HS,1 000 GB (1 TB),1920 × 1080 px,144 Hz,Bez operačního systému,"26 990,-"
ASUS TUF Gaming F15 FX507ZV4-LP037 Jaeger Gray kovový,16 GB,Intel Core i7 12700H Alder Lake,"512 GB (0,51 TB)",1920 × 1080 px,144 Hz,"512 GB (0,51 TB)","27 990,-"
Lenovo Legion Pro 5 16IRX8 Onyx Grey kovový,32 GB,Intel Core i9 13900HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,NVIDIA GeForce,"55 990,-"
Lenovo Legion Pro 5 16IRX8 Onyx Grey kovový,32 GB,Intel Core i9 13900HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,240 Hz,NVIDIA GeForce,"46 990,-"
ASUS ROG Strix SCAR 16 G634JZ-NEBULA042W Off Black...,32 GB,Intel Core i9 13980HX Raptor Lake,1 000 GB (1 TB),2560 × 1600 px,16:10,Windows 11 Home,"80 990,-"
